Date,Day,Students_Expected,Meals_Prepared,Meals_Served,Previous_Waste_KG,Avg_Waste_Last_7Days,Holiday,Special_Event,Meal_Type,Food_Waste_KG
2024-05-15,Wednesday,302,332,254,11.47,9.42,Yes,No,Dinner,12.13
2024-05-16,Thursday,621,658,554,12.13,9.8,No,No,Dinner,12.87
2024-05-17,Friday,293,330,265,12.87,8.9,No,No,Breakfast,6.09
2024-05-18,Saturday,283,295,262,6.09,9.04,No,No,Breakfast,8.58
2024-05-19,Sunday,201,208,192,8.58,9.03,No,No,Breakfast,3.06
2024-05-20,Monday,339,359,296,3.06,8.37,No,No,Breakfast,4.4
2024-05-21,Tuesday,548,584,478,4.4,8.24,No,No,Dinner,10.53
2024-05-22,Wednesday,432,471,355,10.53,8.52,No,No,Breakfast,14.08
2024-05-23,Thursday,738,799,645,14.08,9.82,No,No,Lunch,21.97
2024-05-24,Friday,390,409,390,21.97,9.91,No,No,Breakfast,6.74
2024-05-25,Saturday,266,290,228,6.74,9.88,No,No,Breakfast,8.41
2024-05-26,Sunday,252,276,239,8.41,10.65,No,No,Breakfast,8.41
2024-05-27,Monday,280,305,274,8.41,10.77,No,No,Breakfast,5.28
2024-05-28,Tuesday,684,716,609,5.28,11.15,No,No,Lunch,13.15
2024-05-29,Wednesday,642,693,595,13.15,11.0,No,No,Lunch,13.01
2024-05-30,Thursday,441,497,413,13.01,9.37,No,No,Breakfast,10.58
2024-05-31,Friday,376,425,347,10.58,9.98,No,No,Breakfast,11.02
2024-06-01,Saturday,325,355,317,11.02,9.99,No,No,Dinner,8.45
2024-06-02,Sunday,30,32,26,8.45,9.22,Yes,No,Dinner,3.03
2024-06-03,Monday,779,863,713,3.03,11.06,No,No,Lunch,18.15
2024-06-04,Tuesday,319,349,318,18.15,10.57,Yes,No,Dinner,9.78
2024-06-05,Wednesday,433,484,433,9.78,9.77,No,No,Breakfast,7.37
2024-06-06,Thursday,519,571,503,7.37,9.67,No,No,Dinner,9.91
2024-06-07,Friday,655,690,639,9.91,9.01,No,No,Lunch,6.39
2024-06-08,Saturday,419,441,394,6.39,8.68,No,No,Lunch,6.14
2024-06-09,Sunday,379,402,331,6.14,9.54,No,No,Dinner,9.02
2024-06-10,Monday,749,791,639,9.02,9.91,No,No,Lunch,20.78
2024-06-11,Tuesday,482,521,482,20.78,9.66,No,No,Dinner,8.03
2024-06-12,Wednesday,872,931,840,8.03,10.63,No,Yes,Lunch,14.16
2024-06-13,Thursday,353,367,330,14.16,10.67,No,No,Breakfast,10.16
2024-06-14,Friday,488,516,451,10.16,10.85,No,No,Dinner,7.65
2024-06-15,Saturday,30,33,28,7.65,10.79,Yes,No,Dinner,5.74
2024-06-16,Sunday,78,85,76,5.74,10.12,Yes,No,Lunch,4.29
2024-06-17,Monday,604,650,546,4.29,8.86,No,No,Dinner,12.01
2024-06-18,Tuesday,707,746,697,12.01,9.09,No,No,Lunch,9.62
2024-06-19,Wednesday,903,970,892,9.62,8.94,No,Yes,Lunch,13.08
2024-06-20,Thursday,642,682,610,13.08,8.89,No,No,Lunch,9.86
2024-06-21,Friday,742,779,707,9.86,9.14,No,No,Lunch,9.36
2024-06-22,Saturday,397,454,349,9.36,10.92,No,No,Dinner,18.23
2024-06-23,Sunday,254,279,245,18.23,11.34,No,No,Breakfast,7.23
2024-06-24,Monday,518,574,492,7.23,11.29,No,No,Dinner,11.67
2024-06-25,Tuesday,397,431,370,11.67,11.38,No,No,Breakfast,10.25
2024-06-26,Wednesday,203,229,182,10.25,10.6,Yes,No,Dinner,7.62
2024-06-27,Thursday,308,346,279,7.62,10.2,No,No,Breakfast,7.06
2024-06-28,Friday,665,738,605,7.06,11.1,No,No,Lunch,15.62
2024-06-29,Saturday,161,176,148,15.62,9.66,No,No,Breakfast,8.14
2024-06-30,Sunday,402,427,356,8.14,10.05,No,No,Lunch,9.98
2024-07-01,Monday,331,369,269,9.98,10.57,No,No,Breakfast,15.35
2024-07-02,Tuesday,730,825,635,15.35,12.47,No,No,Lunch,23.51
2024-07-03,Wednesday,680,770,667,23.51,13.63,No,No,Lunch,15.75
2024-07-04,Thursday,296,338,279,15.75,13.86,No,No,Breakfast,8.65
2024-07-05,Friday,290,321,282,8.65,12.16,No,No,Breakfast,3.77
2024-07-06,Saturday,260,293,246,3.77,12.04,No,No,Breakfast,7.24
2024-07-07,Sunday,426,443,421,7.24,11.37,No,No,Lunch,5.3
2024-07-08,Monday,406,428,370,5.3,10.28,No,No,Breakfast,7.74
2024-07-09,Tuesday,285,298,274,7.74,7.54,Yes,No,Dinner,4.31
2024-07-10,Wednesday,373,397,334,4.31,6.43,No,No,Breakfast,8.02
2024-07-11,Thursday,522,564,453,8.02,7.52,No,No,Dinner,16.27
2024-07-12,Friday,451,482,451,16.27,8.26,No,Yes,Breakfast,8.96
2024-07-13,Saturday,250,270,226,8.96,8.06,No,No,Breakfast,5.83
2024-07-14,Sunday,30,33,26,5.83,7.69,Yes,No,Breakfast,2.7
2024-07-15,Monday,539,570,489,2.7,8.19,No,No,Dinner,11.23
2024-07-16,Tuesday,390,440,390,11.23,8.68,No,No,Breakfast,7.78
2024-07-17,Wednesday,660,700,620,7.78,8.95,No,Yes,Dinner,9.85
2024-07-18,Thursday,576,644,507,9.85,9.31,No,No,Dinner,18.83
2024-07-19,Friday,251,260,217,18.83,9.3,Yes,No,Lunch,8.9
2024-07-20,Saturday,191,205,167,8.9,9.62,No,No,Breakfast,8.08
2024-07-21,Sunday,340,380,309,8.08,11.0,No,No,Breakfast,12.3
2024-07-22,Monday,392,404,377,12.3,9.99,No,No,Breakfast,4.2
2024-07-23,Tuesday,512,569,491,4.2,10.0,No,No,Dinner,7.87
2024-07-24,Wednesday,502,524,472,7.87,9.97,No,No,Dinner,9.62
2024-07-25,Thursday,645,673,592,9.62,8.84,No,No,Lunch,10.92
2024-07-26,Friday,557,628,557,10.92,9.42,No,No,Dinner,12.97
2024-07-27,Saturday,268,279,256,12.97,8.94,No,No,Breakfast,4.72
2024-07-28,Sunday,243,267,231,4.72,8.32,No,No,Breakfast,7.95
2024-07-29,Monday,382,409,363,7.95,8.6,No,No,Breakfast,6.16
2024-07-30,Tuesday,686,727,573,6.16,10.64,No,No,Lunch,22.11
2024-07-31,Wednesday,751,803,678,22.11,11.72,No,No,Lunch,17.18
2024-08-01,Thursday,346,372,330,17.18,11.48,No,No,Breakfast,9.29
2024-08-02,Friday,540,558,540,9.29,9.99,No,No,Dinner,2.52
2024-08-03,Saturday,435,485,401,2.52,10.39,No,No,Lunch,7.55
2024-08-04,Sunday,440,482,395,7.55,10.96,No,No,Lunch,11.93
2024-08-05,Monday,404,421,354,11.93,11.24,No,No,Breakfast,8.1
2024-08-06,Tuesday,683,771,623,8.1,9.93,No,No,Lunch,12.95
2024-08-07,Wednesday,371,404,351,12.95,8.86,No,No,Breakfast,9.68
2024-08-08,Thursday,765,836,689,9.68,10.67,No,No,Lunch,21.99
2024-08-09,Friday,502,549,461,21.99,12.63,No,No,Dinner,16.24
2024-08-10,Saturday,443,472,352,16.24,14.06,No,No,Dinner,17.55
2024-08-11,Sunday,446,511,446,17.55,13.92,No,Yes,Dinner,10.94
2024-08-12,Monday,585,621,530,10.94,14.88,No,No,Dinner,14.81
2024-08-13,Tuesday,369,421,351,14.81,14.26,No,No,Breakfast,8.6
2024-08-14,Wednesday,685,739,625,8.6,14.96,No,No,Lunch,14.61
2024-08-15,Thursday,289,303,263,14.61,13.08,Yes,No,Lunch,8.82
2024-08-16,Friday,388,417,350,8.82,11.85,No,No,Breakfast,7.65
2024-08-17,Saturday,248,272,234,7.65,10.27,No,No,Breakfast,6.44
2024-08-18,Sunday,236,258,228,6.44,9.63,No,No,Breakfast,6.47
2024-08-19,Monday,372,419,309,6.47,9.59,No,No,Breakfast,14.54
2024-08-20,Tuesday,524,567,470,14.54,10.41,No,No,Dinner,14.35
2024-08-21,Wednesday,418,468,385,14.35,9.95,No,No,Dinner,11.37
2024-08-22,Thursday,770,810,683,11.37,11.29,No,No,Lunch,18.21
2024-08-23,Friday,370,399,358,18.21,11.33,No,No,Breakfast,7.9
2024-08-24,Saturday,471,505,421,7.9,12.07,No,No,Lunch,11.62
2024-08-25,Sunday,328,376,314,11.62,12.85,No,No,Dinner,11.96
2024-08-26,Monday,640,692,640,11.96,12.19,No,No,Lunch,9.9
2024-08-27,Tuesday,709,800,709,9.9,11.66,No,No,Lunch,10.63
2024-08-28,Wednesday,667,707,596,10.63,12.39,No,Yes,Dinner,16.51
2024-08-29,Thursday,740,822,624,16.51,13.52,No,No,Lunch,26.12
2024-08-30,Friday,727,813,628,26.12,16.05,No,No,Lunch,25.62
2024-08-31,Saturday,64,69,58,25.62,15.78,Yes,No,Lunch,9.72
2024-09-01,Sunday,30,32,27,9.72,14.57,Yes,No,Breakfast,3.51
2024-09-02,Monday,345,392,345,3.51,14.43,No,No,Breakfast,8.88
2024-09-03,Tuesday,328,353,301,8.88,13.82,Yes,No,Lunch,6.35
2024-09-04,Wednesday,571,642,564,6.35,13.37,No,No,Dinner,13.42
2024-09-05,Thursday,496,548,433,13.42,12.31,No,Yes,Breakfast,18.64
2024-09-06,Friday,328,341,292,18.64,10.1,No,No,Breakfast,10.15
2024-09-07,Saturday,189,194,168,10.15,9.67,No,No,Breakfast,6.76
2024-09-08,Sunday,574,633,493,6.76,11.12,No,No,Lunch,13.65
2024-09-09,Monday,383,418,361,13.65,11.25,No,No,Breakfast,9.75
2024-09-10,Tuesday,745,828,663,9.75,13.3,No,No,Lunch,20.71
2024-09-11,Wednesday,746,846,724,20.71,14.16,No,No,Lunch,19.47
2024-09-12,Thursday,532,576,522,19.47,13.08,No,Yes,Breakfast,11.04
2024-09-13,Friday,499,546,448,11.04,13.51,No,No,Breakfast,13.17
2024-09-14,Saturday,440,455,440,13.17,13.28,No,No,Dinner,5.15
2024-09-15,Sunday,353,394,350,5.15,12.1,No,No,Dinner,5.43
2024-09-16,Monday,797,855,726,5.43,13.1,No,No,Lunch,16.71
2024-09-17,Tuesday,764,828,688,16.71,12.86,No,No,Lunch,19.04
2024-09-18,Wednesday,340,364,294,19.04,11.92,No,No,Breakfast,12.88
2024-09-19,Thursday,658,747,604,12.88,13.26,No,No,Lunch,20.45
2024-09-20,Friday,334,376,313,20.45,13.39,No,No,Breakfast,14.06
2024-09-21,Saturday,369,395,369,14.06,13.31,No,No,Lunch,4.63
2024-09-22,Sunday,231,253,226,4.63,13.25,No,No,Breakfast,5.01
2024-09-23,Monday,705,802,627,5.01,13.46,No,No,Lunch,18.13
2024-09-24,Tuesday,680,706,673,18.13,11.87,No,No,Lunch,7.91
2024-09-25,Wednesday,493,563,480,7.91,11.5,No,No,Dinner,10.28
2024-09-26,Thursday,263,289,247,10.28,9.81,Yes,No,Lunch,8.68
2024-09-27,Friday,358,374,348,8.68,8.24,No,No,Breakfast,3.01
2024-09-28,Saturday,106,114,97,3.01,7.77,Yes,No,Dinner,1.4
2024-09-29,Sunday,501,549,451,1.4,9.17,No,No,Lunch,14.78
2024-09-30,Monday,550,602,474,14.78,9.3,No,No,Dinner,19.05
2024-10-01,Tuesday,448,489,429,19.05,9.54,No,No,Breakfast,9.57
2024-10-02,Wednesday,395,416,356,9.57,9.27,No,No,Breakfast,8.37
2024-10-03,Thursday,691,753,649,8.37,9.64,No,No,Lunch,11.33
2024-10-04,Friday,666,762,666,11.33,10.93,No,No,Lunch,12.0
2024-10-05,Saturday,173,185,161,12.0,11.74,No,No,Breakfast,7.08
2024-10-06,Sunday,455,472,397,7.08,11.48,No,No,Lunch,12.94
2024-10-07,Monday,854,954,815,12.94,10.97,No,Yes,Lunch,15.52
2024-10-08,Tuesday,499,554,429,15.52,13.02,No,No,Dinner,23.88
2024-10-09,Wednesday,322,363,293,23.88,13.42,Yes,No,Lunch,11.21
2024-10-10,Thursday,448,479,404,11.21,13.74,No,No,Dinner,13.58
2024-10-11,Friday,532,556,485,13.58,13.1,No,No,Dinner,7.46
2024-10-12,Saturday,297,329,261,7.46,13.24,No,No,Breakfast,8.12
2024-10-13,Sunday,399,434,347,8.12,13.29,No,No,Dinner,13.25
2024-10-14,Monday,622,681,535,13.25,14.11,No,No,Lunch,21.29
2024-10-15,Tuesday,152,169,144,21.29,12.13,Yes,No,Dinner,9.99
2024-10-16,Wednesday,422,447,422,9.99,10.96,No,No,Breakfast,3.0
2024-10-17,Thursday,894,923,790,3.0,11.15,No,Yes,Lunch,14.92
2024-10-18,Friday,697,761,646,14.92,12.02,No,No,Lunch,13.59
2024-10-19,Saturday,393,425,373,13.59,12.33,No,No,Dinner,10.3
2024-10-20,Sunday,284,300,271,10.3,10.95,No,No,Breakfast,3.53
2024-10-21,Monday,317,337,296,3.53,8.92,No,No,Breakfast,7.12
2024-10-22,Tuesday,438,459,404,7.12,8.84,No,No,Breakfast,9.39
2024-10-23,Wednesday,554,573,505,9.39,9.61,No,No,Dinner,8.4
2024-10-24,Thursday,545,594,475,8.4,9.98,No,No,Dinner,17.56
2024-10-25,Friday,725,773,681,17.56,10.43,No,No,Lunch,16.71
2024-10-26,Saturday,294,326,281,16.71,10.57,No,No,Breakfast,11.29
2024-10-27,Sunday,508,537,491,11.29,11.04,No,No,Lunch,6.78
2024-10-28,Monday,671,751,573,6.78,12.22,No,No,Lunch,15.44
2024-10-29,Tuesday,429,486,386,15.44,12.72,No,No,Breakfast,12.86
2024-10-30,Wednesday,719,769,719,12.86,12.76,No,No,Lunch,8.65
2024-10-31,Thursday,519,575,491,8.65,12.17,No,No,Dinner,13.48
2024-11-01,Friday,680,755,651,13.48,11.56,No,No,Lunch,12.4
2024-11-02,Saturday,34,35,33,12.4,10.33,Yes,No,Lunch,2.68
2024-11-03,Sunday,459,498,435,2.68,10.66,No,No,Lunch,9.12
2024-11-04,Monday,655,743,655,9.12,10.23,No,No,Lunch,12.4
2024-11-05,Tuesday,595,661,512,12.4,11.13,No,Yes,Dinner,19.19
2024-11-06,Wednesday,478,492,437,19.19,11.43,No,No,Dinner,10.76
2024-11-07,Thursday,709,767,659,10.76,11.79,No,No,Lunch,15.97
2024-11-08,Friday,394,433,355,15.97,12.05,No,No,Breakfast,14.2
2024-11-09,Saturday,432,466,366,14.2,13.89,No,No,Lunch,15.58
2024-11-10,Sunday,449,512,418,15.58,14.25,No,No,Lunch,11.68
2024-11-11,Monday,206,230,193,11.68,13.65,Yes,No,Dinner,8.14
2024-11-12,Tuesday,644,711,550,8.14,13.9,No,No,Lunch,20.95
2024-11-13,Wednesday,679,754,670,20.95,14.62,No,No,Lunch,15.83
2024-11-14,Thursday,299,343,282,15.83,14.13,Yes,No,Lunch,12.56
2024-11-15,Friday,311,346,267,12.56,13.84,No,No,Breakfast,12.11
2024-11-16,Saturday,199,210,177,12.11,12.57,No,No,Breakfast,6.71
2024-11-17,Sunday,390,442,362,6.71,12.54,No,No,Lunch,11.49
2024-11-18,Monday,337,360,295,11.49,12.56,No,No,Breakfast,8.27
2024-11-19,Tuesday,397,452,378,8.27,10.93,No,No,Breakfast,9.52
2024-11-20,Wednesday,155,175,145,9.52,9.83,Yes,No,Breakfast,8.17
2024-11-21,Thursday,528,600,474,8.17,9.9,No,No,Dinner,13.04
2024-11-22,Friday,721,757,639,13.04,10.61,No,No,Lunch,17.1
2024-11-23,Saturday,248,271,227,17.1,10.82,No,No,Breakfast,8.18
2024-11-24,Sunday,31,32,29,8.18,9.83,Yes,No,Dinner,4.51
2024-11-25,Monday,378,433,376,4.51,9.5,No,No,Breakfast,6.0
2024-11-26,Tuesday,397,447,386,6.0,8.85,No,No,Breakfast,4.95
2024-11-27,Wednesday,335,369,304,4.95,8.95,No,No,Breakfast,8.88
2024-11-28,Thursday,438,487,438,8.88,8.01,No,No,Breakfast,6.46
2024-11-29,Friday,409,426,373,6.46,6.86,No,No,Breakfast,9.01
2024-11-30,Saturday,56,59,50,9.01,6.22,Yes,No,Lunch,3.72
2024-12-01,Sunday,588,614,560,3.72,6.52,No,Yes,Lunch,6.61
2024-12-02,Monday,745,816,697,6.61,7.66,No,No,Lunch,14.0
2024-12-03,Tuesday,680,762,645,14.0,9.42,No,No,Lunch,17.27
2024-12-04,Wednesday,374,395,316,17.27,10.09,No,No,Breakfast,13.56
2024-12-05,Thursday,735,800,709,13.56,11.04,No,No,Lunch,13.14
2024-12-06,Friday,751,806,690,13.14,12.28,No,No,Lunch,17.69
2024-12-07,Saturday,363,391,335,17.69,13.26,No,No,Dinner,10.53
2024-12-08,Sunday,398,445,379,10.53,13.65,No,No,Lunch,9.37
2024-12-09,Monday,343,393,303,9.37,13.07,No,No,Breakfast,9.9
2024-12-10,Tuesday,338,356,311,9.9,11.65,No,No,Breakfast,7.39
2024-12-11,Wednesday,331,369,331,7.39,10.78,No,No,Breakfast,7.43
2024-12-12,Thursday,674,766,633,7.43,11.09,No,No,Lunch,15.3
2024-12-13,Friday,675,764,656,15.3,10.39,No,No,Lunch,12.8
2024-12-14,Saturday,193,215,177,12.8,9.75,No,No,Breakfast,6.07
2024-12-15,Sunday,623,683,592,6.07,10.33,No,Yes,Lunch,13.43
2024-12-16,Monday,448,464,420,13.43,10.07,No,No,Dinner,8.04
2024-12-17,Tuesday,668,701,668,8.04,9.59,No,No,Lunch,4.07
2024-12-18,Wednesday,467,518,443,4.07,9.84,No,No,Dinner,9.19
2024-12-19,Thursday,812,855,733,9.19,9.63,No,No,Lunch,13.8
2024-12-20,Friday,719,770,607,13.8,11.29,No,No,Lunch,24.45
2024-12-21,Saturday,284,308,272,24.45,11.75,No,No,Breakfast,9.26
2024-12-22,Sunday,557,589,528,9.26,11.0,No,No,Lunch,8.16
2024-12-23,Monday,379,399,379,8.16,10.39,No,No,Breakfast,3.82
2024-12-24,Tuesday,437,463,401,3.82,10.86,No,No,Breakfast,7.33
2024-12-25,Wednesday,675,720,618,7.33,10.93,No,No,Lunch,9.66
2024-12-26,Thursday,537,598,526,9.66,10.15,No,No,Dinner,8.36
2024-12-27,Friday,481,513,468,8.36,7.68,No,No,Breakfast,7.14
2024-12-28,Saturday,458,500,452,7.14,7.57,No,No,Lunch,8.55
2024-12-29,Sunday,30,32,28,8.55,6.76,Yes,No,Dinner,2.46
2024-12-30,Monday,711,743,689,2.46,7.23,No,No,Lunch,7.1
2024-12-31,Tuesday,575,624,550,7.1,7.06,No,No,Dinner,6.15
2025-01-01,Wednesday,371,416,338,6.15,6.99,No,No,Breakfast,9.14
2025-01-02,Thursday,227,257,212,9.14,6.88,Yes,No,Dinner,7.65
2025-01-03,Friday,392,420,372,7.65,6.83,No,No,Breakfast,6.74
2025-01-04,Saturday,282,297,271,6.74,6.41,No,No,Dinner,5.62
2025-01-05,Sunday,504,545,456,5.62,7.78,No,No,Lunch,12.03
2025-01-06,Monday,650,704,577,12.03,8.93,No,No,Lunch,15.16
2025-01-07,Tuesday,332,344,280,15.16,9.97,No,No,Breakfast,13.48
2025-01-08,Wednesday,745,812,682,13.48,11.06,No,No,Lunch,16.74
2025-01-09,Thursday,711,781,678,16.74,12.34,No,No,Lunch,16.59
2025-01-10,Friday,574,639,511,16.59,13.98,No,No,Dinner,18.23
2025-01-11,Saturday,257,266,255,18.23,13.7,No,No,Breakfast,3.65
2025-01-12,Sunday,455,479,414,3.65,13.15,No,No,Lunch,8.17
2025-01-13,Monday,405,433,373,8.17,12.11,No,No,Breakfast,7.93
2025-01-14,Tuesday,697,800,614,7.93,13.15,No,No,Lunch,20.73
2025-01-15,Wednesday,333,367,291,20.73,12.81,Yes,Yes,Dinner,14.39
2025-01-16,Thursday,742,843,678,14.39,13.79,No,No,Lunch,23.43
2025-01-17,Friday,621,711,566,23.43,13.55,No,No,Lunch,16.56
2025-01-18,Saturday,364,377,324,16.56,14.41,No,No,Dinner,9.66
2025-01-19,Sunday,221,235,202,9.66,14.23,No,No,Breakfast,6.93
2025-01-20,Monday,404,455,369,6.93,14.54,No,No,Breakfast,10.06
2025-01-21,Tuesday,789,851,789,10.06,13.29,No,No,Lunch,11.99
2025-01-22,Wednesday,698,762,694,11.99,12.43,No,No,Lunch,8.35
2025-01-23,Thursday,696,783,696,8.35,10.99,No,No,Lunch,13.41
2025-01-24,Friday,675,716,529,13.41,12.72,No,No,Lunch,28.63
2025-01-25,Saturday,295,324,277,28.63,13.06,No,No,Breakfast,12.04
2025-01-26,Sunday,326,345,290,12.04,13.29,No,No,Dinner,8.57
2025-01-27,Monday,787,836,742,8.57,13.43,No,No,Lunch,11.0
2025-01-28,Tuesday,645,679,557,11.0,13.6,No,No,Lunch,13.19
2025-01-29,Wednesday,734,763,734,13.19,13.39,No,No,Lunch,6.89
2025-01-30,Thursday,495,511,456,6.89,12.72,No,No,Dinner,8.72
2025-01-31,Friday,359,396,313,8.72,10.17,No,No,Breakfast,10.75
2025-02-01,Saturday,419,466,377,10.75,9.93,No,No,Lunch,10.42
2025-02-02,Sunday,286,311,253,10.42,10.17,No,No,Dinner,10.24
2025-02-03,Monday,704,730,594,10.24,11.05,No,No,Lunch,17.14
2025-02-04,Tuesday,504,563,423,17.14,12.36,No,No,Dinner,22.33
2025-02-05,Wednesday,597,655,549,22.33,13.3,No,No,Dinner,13.53
2025-02-06,Thursday,714,739,714,13.53,12.46,No,No,Lunch,2.81
2025-02-07,Friday,696,738,609,2.81,13.37,No,No,Lunch,17.12
2025-02-08,Saturday,276,309,264,17.12,13.35,No,No,Breakfast,10.31
2025-02-09,Sunday,470,513,439,10.31,13.18,No,No,Lunch,9.05
2025-02-10,Monday,718,808,640,9.05,13.28,No,No,Lunch,17.81
2025-02-11,Tuesday,747,847,710,17.81,12.68,No,No,Lunch,18.12
2025-02-12,Wednesday,449,483,403,18.12,13.2,No,Yes,Breakfast,17.15
2025-02-13,Thursday,716,761,615,17.15,16.42,No,No,Lunch,25.38
2025-02-14,Friday,559,641,534,25.38,17.17,No,No,Dinner,22.34
2025-02-15,Saturday,396,451,357,22.34,17.9,No,No,Dinner,15.46
2025-02-16,Sunday,445,483,399,15.46,18.47,No,No,Lunch,13.03
2025-02-17,Monday,571,612,468,13.03,18.72,No,No,Dinner,19.57
2025-02-18,Tuesday,350,388,318,19.57,17.91,No,No,Breakfast,12.41
2025-02-19,Wednesday,711,738,696,12.41,16.59,No,No,Lunch,7.92
2025-02-20,Thursday,538,566,457,7.92,14.58,No,No,Dinner,11.35
2025-02-21,Friday,438,490,379,11.35,13.34,No,No,Breakfast,13.67
2025-02-22,Saturday,604,681,543,13.67,13.97,No,Yes,Lunch,19.87
2025-02-23,Sunday,523,577,523,19.87,13.98,No,Yes,Lunch,13.08
2025-02-24,Monday,402,455,357,13.08,13.23,No,No,Breakfast,14.31
2025-02-25,Tuesday,720,795,695,14.31,13.95,No,No,Lunch,17.45
2025-02-26,Wednesday,265,282,228,17.45,14.59,Yes,No,Dinner,12.4
2025-02-27,Thursday,364,385,354,12.4,13.83,No,No,Breakfast,6.0
2025-02-28,Friday,644,675,620,6.0,13.32,No,No,Lunch,10.12
2025-03-01,Saturday,474,544,416,10.12,12.53,No,No,Lunch,14.34
2025-03-02,Sunday,359,374,328,14.34,11.98,No,No,Dinner,9.27
2025-03-03,Monday,722,759,650,9.27,11.63,No,No,Lunch,11.81
2025-03-04,Tuesday,473,492,452,11.81,10.37,No,No,Dinner,8.65
2025-03-05,Wednesday,643,710,629,8.65,10.17,No,No,Lunch,11.01
2025-03-06,Thursday,434,498,429,11.01,10.77,No,No,Breakfast,10.18
2025-03-07,Friday,560,637,560,10.18,10.54,No,No,Dinner,8.55
2025-03-08,Saturday,343,383,317,8.55,9.74,No,No,Dinner,8.74
2025-03-09,Sunday,439,465,439,8.74,8.83,No,No,Lunch,2.86
2025-03-10,Monday,773,806,656,2.86,9.01,No,No,Lunch,13.07
2025-03-11,Tuesday,404,428,380,13.07,9.13,No,No,Breakfast,9.53
2025-03-12,Wednesday,362,377,321,9.53,8.58,No,No,Breakfast,7.14
2025-03-13,Thursday,577,637,502,7.14,9.85,No,No,Dinner,19.07
2025-03-14,Friday,417,454,390,19.07,10.83,No,No,Breakfast,15.4
2025-03-15,Saturday,429,474,394,15.4,11.32,No,No,Lunch,12.16
2025-03-16,Sunday,399,439,364,12.16,13.14,No,No,Dinner,15.58
2025-03-17,Monday,318,331,284,15.58,12.48,No,No,Breakfast,8.5
2025-03-18,Tuesday,373,418,366,8.5,11.85,No,No,Breakfast,5.1
2025-03-19,Wednesday,952,1062,952,5.1,12.51,No,Yes,Lunch,11.73
2025-03-20,Thursday,413,466,356,11.73,11.96,No,No,Breakfast,15.27
2025-03-21,Friday,682,719,584,15.27,13.13,No,No,Lunch,23.58
2025-03-22,Saturday,528,580,480,23.58,13.8,No,No,Lunch,16.87
2025-03-23,Sunday,388,443,388,16.87,13.23,No,No,Lunch,11.56
2025-03-24,Monday,344,386,344,11.56,12.93,No,No,Breakfast,6.38
2025-03-25,Tuesday,647,706,561,6.38,14.95,No,No,Lunch,19.29
2025-03-26,Wednesday,328,366,317,19.29,15.04,No,No,Breakfast,12.31
2025-03-27,Thursday,770,816,750,12.31,14.43,No,No,Lunch,10.99
2025-03-28,Friday,642,661,557,10.99,13.12,No,No,Lunch,14.44
2025-03-29,Saturday,462,478,395,14.44,12.7,No,No,Lunch,13.94
2025-03-30,Sunday,444,498,425,13.94,12.84,No,No,Lunch,12.5
2025-03-31,Monday,549,584,514,12.5,13.23,No,No,Dinner,9.17
2025-04-01,Tuesday,639,729,585,9.17,12.84,No,Yes,Dinner,16.54
2025-04-02,Wednesday,795,866,735,16.54,13.72,No,No,Lunch,18.46
2025-04-03,Thursday,476,545,451,18.46,14.31,No,No,Dinner,15.14
2025-04-04,Friday,495,567,383,15.14,15.98,No,No,Dinner,26.09
2025-04-05,Saturday,442,500,392,26.09,17.04,No,No,Lunch,21.36
2025-04-06,Sunday,230,254,227,21.36,16.32,No,No,Breakfast,7.48
2025-04-07,Monday,711,743,697,7.48,16.07,No,No,Lunch,7.42
2025-04-08,Tuesday,662,746,616,7.42,16.54,No,No,Lunch,19.81
2025-04-09,Wednesday,377,410,335,19.81,15.87,No,No,Dinner,13.79
2025-04-10,Thursday,752,796,696,13.79,15.94,No,No,Lunch,15.63
2025-04-11,Friday,485,526,438,15.63,14.0,No,No,Dinner,12.52
2025-04-12,Saturday,443,480,409,12.52,12.52,No,No,Lunch,10.99
2025-04-13,Sunday,367,378,324,10.99,12.57,No,No,Dinner,7.81
2025-04-14,Monday,751,778,685,7.81,13.55,No,No,Lunch,14.29
2025-04-15,Tuesday,698,725,602,14.29,13.02,No,No,Lunch,16.08
2025-04-16,Wednesday,691,766,629,16.08,13.4,No,No,Lunch,16.49
2025-04-17,Thursday,227,241,227,16.49,11.89,Yes,No,Dinner,5.05
2025-04-18,Friday,319,329,293,5.05,10.76,No,No,Breakfast,4.58
2025-04-19,Saturday,413,468,378,4.58,10.99,No,No,Lunch,12.61
2025-04-20,Sunday,279,306,250,12.61,11.09,No,No,Dinner,8.56
2025-04-21,Monday,819,925,778,8.56,11.14,No,Yes,Lunch,14.61
2025-04-22,Tuesday,662,714,597,14.61,11.47,No,No,Lunch,18.4
2025-04-23,Wednesday,679,725,614,18.4,11.49,No,No,Lunch,16.61
2025-04-24,Thursday,626,703,558,16.61,13.24,No,Yes,Dinner,17.32
2025-04-25,Friday,532,557,505,17.32,13.83,No,No,Dinner,8.67
2025-04-26,Saturday,72,82,64,8.67,12.91,Yes,No,Lunch,6.23
2025-04-27,Sunday,449,469,402,6.23,13.23,No,No,Lunch,10.74
2025-04-28,Monday,670,720,635,10.74,12.86,No,No,Lunch,12.04
2025-04-29,Tuesday,344,395,325,12.04,12.16,No,No,Breakfast,13.51
2025-04-30,Wednesday,301,323,286,13.51,11.09,No,No,Breakfast,9.14
